sequence_id,repeat,arm,query_id,query_time_s,candidate_id,candidate_time_s,rank,score,score_gate,selected_for_geometry,geometry_status,correctness,temporal_gap_s,verification_s,tx,ty,tz,qw,qx,qy,qz,yaw_deg
bus_outside,1,C,51,1494876496.9964235,0,1494876484.4954846,1,0.0058239439978252927,0,0,NOT_SELECTED,Unknown,12.500938892364502,,,,,,,,,
bus_outside,1,C,52,1494876497.1556077,1,1494876484.8135436,1,0.0065278560994914397,0,0,NOT_SELECTED,Unknown,12.342064142227173,,,,,,,,,
bus_outside,1,C,53,1494876497.3147984,2,1494876484.972585,1,0.04053251166202098,0,0,NOT_SELECTED,Unknown,12.34221339225769,,,,,,,,,
bus_outside,1,C,53,1494876497.3147984,1,1494876484.8135436,2,0.028072992612232357,0,0,NOT_SELECTED,Unknown,12.501254796981812,,,,,,,,,
bus_outside,1,C,53,1494876497.3147984,0,1494876484.4954846,3,0.0051021370307089749,0,0,NOT_SELECTED,Unknown,12.819313764572144,,,,,,,,,
bus_outside,1,C,54,1494876497.4739542,1,1494876484.8135436,1,0.011849929187953452,0,0,NOT_SELECTED,Unknown,12.660410642623901,,,,,,,,,
bus_outside,1,C,54,1494876497.4739542,3,1494876485.1316135,2,0.0094453928375925495,0,0,NOT_SELECTED,Unknown,12.34234070777893,,,,,,,,,
bus_outside,1,C,54,1494876497.4739542,2,1494876484.972585,3,0.0065200728651080512,0,0,NOT_SELECTED,Unknown,12.50136923789978,,,,,,,,,
bus_outside,1,C,55,1494876497.6330891,4,1494876485.292706,1,0.016144128571147973,0,0,NOT_SELECTED,Unknown,12.340383052825928,,,,,,,,,
bus_outside,1,C,55,1494876497.6330891,1,1494876484.8135436,2,0.0044260580317954622,0,0,NOT_SELECTED,Unknown,12.81954550743103,,,,,,,,,
bus_outside,1,C,55,1494876497.6330891,2,1494876484.972585,3,0.0030068060595628203,0,0,NOT_SELECTED,Unknown,12.66050410270691,,,,,,,,,
bus_outside,1,C,56,1494876497.792274,5,1494876485.769737,1,0.030924690802102077,0,0,NOT_SELECTED,Unknown,12.022536993026733,,,,,,,,,
bus_outside,1,C,56,1494876497.792274,2,1494876484.972585,2,0.011096897847912457,0,0,NOT_SELECTED,Unknown,12.81968903541565,,,,,,,,,
bus_outside,1,C,56,1494876497.792274,3,1494876485.1316135,3,0.0058918619293238852,0,0,NOT_SELECTED,Unknown,12.6606605052948,,,,,,,,,
bus_outside,1,C,56,1494876497.792274,4,1494876485.292706,4,0.0057145296763709205,0,0,NOT_SELECTED,Unknown,12.499567985534668,,,,,,,,,
bus_outside,1,C,57,1494876497.953481,6,1494876485.9287648,1,0.037228697345984982,0,0,NOT_SELECTED,Unknown,12.024716138839722,,,,,,,,,
bus_outside,1,C,57,1494876497.953481,4,1494876485.292706,2,0.036164326725876064,0,0,NOT_SELECTED,Unknown,12.660774946212769,,,,,,,,,
bus_outside,1,C,57,1494876497.953481,2,1494876484.972585,3,0.035214698230160005,0,0,NOT_SELECTED,Unknown,12.98089599609375,,,,,,,,,
bus_outside,1,C,57,1494876497.953481,3,1494876485.1316135,4,0.025528607786111369,0,0,NOT_SELECTED,Unknown,12.8218674659729,,,,,,,,,
bus_outside,1,C,58,1494876498.1126401,7,1494876486.0877905,1,0.03020871689271367,0,0,NOT_SELECTED,Unknown,12.024849653244019,,,,,,,,,
bus_outside,1,C,58,1494876498.1126401,6,1494876485.9287648,2,0.019883688155312253,0,0,NOT_SELECTED,Unknown,12.183875322341919,,,,,,,,,
bus_outside,1,C,58,1494876498.1126401,5,1494876485.769737,3,0.016272096809347533,0,0,NOT_SELECTED,Unknown,12.342903137207031,,,,,,,,,
bus_outside,1,C,58,1494876498.1126401,3,1494876485.1316135,4,0.0092341576153683672,0,0,NOT_SELECTED,Unknown,12.981026649475098,,,,,,,,,
bus_outside,1,C,59,1494876498.2718196,8,1494876486.2468615,1,0.053941917466375479,1,0,NOT_SELECTED,Unknown,12.02495813369751,,,,,,,,,
bus_outside,1,C,59,1494876498.2718196,7,1494876486.0877905,2,0.040269476016190561,1,0,NOT_SELECTED,Unknown,12.18402910232544,,,,,,,,,
bus_outside,1,C,59,1494876498.2718196,6,1494876485.9287648,3,0.02265669299040704,1,1,REJECT,Unknown,12.34305477142334,0.0063630529999999996,,,,,,,,
bus_outside,1,C,59,1494876498.2718196,4,1494876485.292706,4,0.0094197328571265348,1,0,NOT_SELECTED,Unknown,12.979113578796387,,,,,,,,,
bus_outside,1,C,60,1494876498.4309776,9,1494876486.4059064,1,0.04665218602472529,0,0,NOT_SELECTED,Unknown,12.025071144104004,,,,,,,,,
bus_outside,1,C,60,1494876498.4309776,8,1494876486.2468615,2,0.04049362087997857,0,0,NOT_SELECTED,Unknown,12.184116125106812,,,,,,,,,
bus_outside,1,C,60,1494876498.4309776,7,1494876486.0877905,3,0.017740921258145258,0,0,NOT_SELECTED,Unknown,12.343187093734741,,,,,,,,,
bus_outside,1,C,60,1494876498.4309776,2,1494876484.972585,4,0.012228230664451193,0,0,NOT_SELECTED,Unknown,13.45839262008667,,,,,,,,,
bus_outside,1,C,61,1494876498.5901117,10,1494876486.566946,1,0.051197301960703642,1,0,NOT_SELECTED,Unknown,12.023165702819824,,,,,,,,,
bus_outside,1,C,61,1494876498.5901117,8,1494876486.2468615,2,0.039588315143672337,1,1,REJECT,Unknown,12.343250274658203,0.0051622439999999999,,,,,,,,
bus_outside,1,C,61,1494876498.5901117,9,1494876486.4059064,3,0.038518711612158502,1,0,NOT_SELECTED,Unknown,12.184205293655396,,,,,,,,,
bus_outside,1,C,61,1494876498.5901117,2,1494876484.972585,4,0.012228230664451193,1,0,NOT_SELECTED,Unknown,13.617526769638062,,,,,,,,,
bus_outside,1,C,62,1494876498.7492671,10,1494876486.566946,1,0.061136223937229645,1,0,NOT_SELECTED,Unknown,12.182321071624756,,,,,,,,,
bus_outside,1,C,62,1494876498.7492671,9,1494876486.4059064,2,0.056513347529325311,1,0,NOT_SELECTED,Unknown,12.343360662460327,,,,,,,,,
bus_outside,1,C,62,1494876498.7492671,11,1494876486.7259293,3,0.037932726595334976,1,0,NOT_SELECTED,Unknown,12.023337841033936,,,,,,,,,
bus_outside,1,C,62,1494876498.7492671,8,1494876486.2468615,4,0.036215515636520583,1,1,REJECT,Unknown,12.502405643463135,0.0052990980000000003,,,,,,,,
bus_outside,1,C,63,1494876498.9084024,10,1494876486.566946,1,0.073262072152204913,1,0,NOT_SELECTED,Unknown,12.341456413269043,,,,,,,,,
bus_outside,1,C,63,1494876498.9084024,12,1494876486.8849545,2,0.052496132246684729,1,0,NOT_SELECTED,Unknown,12.02344799041748,,,,,,,,,
bus_outside,1,C,63,1494876498.9084024,7,1494876486.0877905,3,0.037475920828969347,1,1,REJECT,Unknown,12.820611953735352,0.005695098,,,,,,,,
bus_outside,1,C,63,1494876498.9084024,9,1494876486.4059064,4,0.035923270657163331,1,0,NOT_SELECTED,Unknown,12.502496004104614,,,,,,,,,
bus_outside,1,C,64,1494876499.0676146,11,1494876486.7259293,1,0.096806205932424894,1,0,NOT_SELECTED,Unknown,12.34168529510498,,,,,,,,,
bus_outside,1,C,64,1494876499.0676146,12,1494876486.8849545,2,0.065561432692498714,1,0,NOT_SELECTED,Unknown,12.182660102844238,,,,,,,,,
bus_outside,1,C,64,1494876499.0676146,10,1494876486.566946,3,0.06061897506789872,1,1,REJECT,Unknown,12.5006685256958,0.0060004760000000002,,,,,,,,
bus_outside,1,C,64,1494876499.0676146,13,1494876487.043997,4,0.049584292689609767,1,0,NOT_SELECTED,Unknown,12.023617506027222,,,,,,,,,
bus_outside,1,C,65,1494876499.2288392,11,1494876486.7259293,1,0.069715285770801647,1,1,REJECT,Unknown,12.502909898757935,0.0051343539999999998,,,,,,,,
bus_outside,1,C,65,1494876499.2288392,14,1494876487.2029965,2,0.064565071870747004,1,0,NOT_SELECTED,Unknown,12.025842666625977,,,,,,,,,
bus_outside,1,C,65,1494876499.2288392,13,1494876487.043997,3,0.052792798359029308,1,0,NOT_SELECTED,Unknown,12.184842109680176,,,,,,,,,
bus_outside,1,C,65,1494876499.2288392,12,1494876486.8849545,4,0.043988590292615821,1,0,NOT_SELECTED,Unknown,12.343884706497192,,,,,,,,,
bus_outside,1,C,66,1494876499.3879669,11,1494876486.7259293,1,0.043716564680154238,0,0,NOT_SELECTED,Unknown,12.66203761100769,,,,,,,,,
bus_outside,1,C,66,1494876499.3879669,13,1494876487.043997,2,0.040328711749622395,0,0,NOT_SELECTED,Unknown,12.343969821929932,,,,,,,,,
bus_outside,1,C,66,1494876499.3879669,14,1494876487.2029965,3,0.038077255662032447,0,0,NOT_SELECTED,Unknown,12.184970378875732,,,,,,,,,
bus_outside,1,C,66,1494876499.3879669,15,1494876487.3617654,4,0.030264860252779111,0,0,NOT_SELECTED,Unknown,12.026201486587524,,,,,,,,,
bus_outside,1,C,67,1494876499.5471129,12,1494876486.8849545,1,0.05512595261259122,1,0,NOT_SELECTED,Unknown,12.662158489227295,,,,,,,,,
bus_outside,1,C,67,1494876499.5471129,13,1494876487.043997,2,0.050455497709982894,1,0,NOT_SELECTED,Unknown,12.503115892410278,,,,,,,,,
bus_outside,1,C,67,1494876499.5471129,16,1494876487.9989014,3,0.045340675892325245,1,0,NOT_SELECTED,Unknown,11.548211574554443,,,,,,,,,
bus_outside,1,C,67,1494876499.5471129,11,1494876486.7259293,4,0.043526038452941319,1,1,REJECT,Unknown,12.821183681488037,0.0053700700000000002,,,,,,,,
bus_outside,1,C,68,1494876499.7062366,13,1494876487.043997,1,0.076557497060911125,1,1,REJECT,Unknown,12.66223955154419,0.005484722,,,,,,,,
bus_outside,1,C,68,1494876499.7062366,15,1494876487.3617654,2,0.063352858469853002,1,0,NOT_SELECTED,Unknown,12.344471216201782,,,,,,,,,
bus_outside,1,C,68,1494876499.7062366,17,1494876488.1576562,3,0.047879443215606873,1,0,NOT_SELECTED,Unknown,11.548580408096313,,,,,,,,,
bus_outside,1,C,68,1494876499.7062366,16,1494876487.9989014,4,0.037334880304135419,1,0,NOT_SELECTED,Unknown,11.707335233688354,,,,,,,,,
bus_outside,1,C,69,1494876499.8653812,18,1494876488.316447,1,0.058417275410182622,1,0,NOT_SELECTED,Unknown,11.5489342212677,,,,,,,,,
bus_outside,1,C,69,1494876499.8653812,10,1494876486.566946,2,0.04620305670388597,1,1,REJECT,Unknown,13.29843521118164,0.0054612810000000001,,,,,,,,
bus_outside,1,C,69,1494876499.8653812,16,1494876487.9989014,3,0.043920942482549089,1,0,NOT_SELECTED,Unknown,11.866479873657227,,,,,,,,,
bus_outside,1,C,69,1494876499.8653812,15,1494876487.3617654,4,0.03840429902563907,1,0,NOT_SELECTED,Unknown,12.503615856170654,,,,,,,,,
bus_outside,1,C,70,1494876500.0244875,19,1494876488.4752223,1,0.020590782275526163,0,0,NOT_SELECTED,Unknown,11.549265146255493,,,,,,,,,
bus_outside,1,C,70,1494876500.0244875,10,1494876486.566946,2,0.02007648763447431,0,0,NOT_SELECTED,Unknown,13.457541465759277,,,,,,,,,
bus_outside,1,C,70,1494876500.0244875,13,1494876487.043997,3,0.016700899367729262,0,0,NOT_SELECTED,Unknown,12.980490446090698,,,,,,,,,
bus_outside,1,C,70,1494876500.0244875,11,1494876486.7259293,4,0.01020082494176644,0,0,NOT_SELECTED,Unknown,13.298558235168457,,,,,,,,,
bus_outside,1,C,71,1494876500.1836555,8,1494876486.2468615,1,0.023795726877006176,0,0,NOT_SELECTED,Unknown,13.93679404258728,,,,,,,,,
bus_outside,1,C,71,1494876500.1836555,11,1494876486.7259293,2,0.013376743169759137,0,0,NOT_SELECTED,Unknown,13.457726240158081,,,,,,,,,
bus_outside,1,C,71,1494876500.1836555,6,1494876485.9287648,3,0.012070942060344959,0,0,NOT_SELECTED,Unknown,14.25489068031311,,,,,,,,,
bus_outside,1,C,71,1494876500.1836555,3,1494876485.1316135,4,0.01155815711046574,0,0,NOT_SELECTED,Unknown,15.052042007446289,,,,,,,,,
